ISO3,Country,Region,Income Group,Population2000,Population2010,Population2020,Area,GDP2000,GDP2010,GDP2020,Expectancy2000,Expectancy2010,Expectancy2020,Fertility2000,Fertility2010,Fertility2020
NER,Niger,Sub-Saharan Africa,Low income,11622665.0,16647543.0,24333639.0,1267000.0,192.877725789359,471.61268796898,564.841662317524,49.322,58.367,61.451,7.732,7.485,6.892
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,122851984.0,160952854.0,208327405.0,923770.0,563.047086217561,2280.11128904338,2074.61374667422,47.193,50.945,52.887,6.124,5.98,5.309
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2026349.0,2055005.0,2072530.0,25710.0,1861.89899780644,4577.68954288046,5965.45023195365,72.9463414634147,74.9975609756098,74.3951219512195,1.861,1.6,1.31
MNP,Northern Mariana Islands,East Asia & Pacific,High income,80339.0,54087.0,49587.0,460.0,,14772.4961635883,17302.9221368504,,,,,,
NOR,Norway,Europe & Central Asia,High income,4490967.0,4889252.0,5379475.0,624499.0,38178.2368777076,88163.2085931423,68340.0181033702,78.6341463414634,80.9975609756098,83.209756097561,1.85,1.95,1.48
OMN,Oman,Middle East & North Africa,High income,2344253.0,2881915.0,4543399.0,309500.0,8321.39386651557,22552.1990071233,16707.6230063214,73.466,76.269,74.757,3.893,2.943,2.687
PAK,Pakistan,South Asia,Lower middle income,154369923.0,194454498.0,227196740.0,796100.0,644.457156981743,1011.59718017727,1322.31478539554,62.102,64.436,66.269,5.257,4.297,3.555
PLW,Palau,East Asia & Pacific,Upper middle income,19726.0,18540.0,17972.0,460.0,7416.48078677887,10029.28802589,14349.3168192188,70.4936585365854,,,1.83,,0.85
PAN,Panama,Latin America & Caribbean,High income,3001731.0,3623618.0,4294396.0,75320.0,4099.00653989315,8124.55830734871,13293.3331951688,74.001,76.448,76.657,2.744,2.604,2.344
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,5508297.0,7583269.0,9749641.0,462840.0,639.279199918609,1879.24055902232,2446.08468660615,61.72,63.039,65.787,4.525,3.883,3.274
PRY,Paraguay,Latin America & Caribbean,Upper middle income,5123819.0,5768613.0,6618696.0,406752.0,1728.34074341006,4725.72634101583,5353.34806456279,69.75,71.887,73.182,3.553,2.73,2.497
PER,Peru,Latin America & Caribbean,Upper middle income,26654440.0,29229573.0,33304755.0,1285220.0,1941.318259717,5047.2046433225,6063.62692279047,70.424,73.711,73.665,2.845,2.573,2.216
PHL,Philippines,East Asia & Pacific,Lower middle income,77958223.0,94636700.0,112190978.0,300000.0,1073.26443619332,2201.77682813479,3224.42281121767,69.413,70.754,72.119,3.714,3.264,2.777
POL,Poland,Europe & Central Asia,High income,38258628.0,38042794.0,37899071.0,312710.0,4501.47996121234,12504.2501856093,15816.8204021382,73.7487804878049,76.2463414634146,76.5,1.37,1.41,1.39
PRT,Portugal,Europe & Central Asia,High income,10289898.0,10573100.0,10297081.0,92230.0,11526.3720667968,22520.6423124045,22242.406417972,76.3146341463415,79.0268292682927,80.9756097560976,1.55,1.39,1.41
PRI,Puerto Rico,Latin America & Caribbean,High income,3810605.0,3721525.0,3281558.0,8870.0,16192.1269719638,26435.74878578,31427.4291136799,75.977,78.01,78.041,2.0485,1.6235,0.922
QAT,Qatar,Middle East & North Africa,High income,645937.0,1713503.0,2760385.0,11490.0,27494.7713320186,73021.3097525035,52315.6600783117,74.828,78.425,79.099,3.227,2.087,1.816
ROU,Romania,Europe & Central Asia,High income,22442972.0,20246871.0,19265250.0,238400.0,1659.92904910528,8397.80917311457,13047.4566563993,71.1634146341463,73.4585365853659,74.2536585365854,1.31,1.59,1.8
RUS,Russia,Europe & Central Asia,Upper middle income,146596869.0,142849468.0,144073138.0,17098250.0,1771.59411621094,10674.990234375,10194.44140625,65.4836585365854,68.8412195121951,71.3387804878049,1.195,1.567,1.505
RWA,Rwanda,Sub-Saharan Africa,Low income,8109988.0,10309031.0,13146362.0,26340.0,255.111967825778,594.160254467019,773.773260850509,47.129,62.54,66.774,5.924,4.532,3.873
WSM,Samoa,East Asia & Pacific,Lower middle income,184008.0,194672.0,214930.0,2840.0,1406.76568300557,3494.39522455198,4042.72275154324,70.746,72.249,72.768,4.514,4.608,3.997
SMR,San Marino,Europe & Central Asia,High income,26822.0,31607.0,34007.0,60.0,37473.7869829611,59516.3233988223,45321.4892226161,,,,,,
STP,São Tomé and Principe,Sub-Saharan Africa,Lower middle income,143714.0,182139.0,218640.0,960.0,,1043.28142666295,2155.26586782508,61.655,65.249,67.785,5.176,4.727,3.893
SAU,Saudi Arabia,Middle East & North Africa,High income,21547389.0,29411928.0,35997106.0,2149690.0,8795.26059641872,17958.9478313331,20398.0609870951,72.467,75.763,76.239,4.115,2.853,2.465
SEN,Senegal,Sub-Saharan Africa,Lower middle income,9704287.0,12530122.0,16436120.0,196710.0,619.642123524918,1286.60496647046,1492.47590293523,56.943,64.615,68.006,5.498,5.064,4.454
SRB,Serbia,Europe & Central Asia,Upper middle income,7516346.0,7291436.0,6899126.0,84990.0,914.785719885861,5735.42285659849,7733.80346893763,71.5829268292683,74.3365853658537,74.4780487804878,1.48,1.4,1.48
SYC,Seychelles,Sub-Saharan Africa,High income,81131.0,89770.0,98462.0,460.0,8063.65500575169,10938.1527643413,12020.021064317,72.7780487804878,73.1975609756098,77.2365853658537,2.08,2.16,2.29
SLE,Sierra Leone,Sub-Saharan Africa,Low income,4584067.0,6436698.0,8233971.0,72300.0,138.713941615327,400.540743708337,493.432240551423,45.05,53.693,59.763,6.355,5.327,4.08
SGP,Singapore,East Asia & Pacific,High income,4027888.0,5076731.0,5685807.0,728.0,23852.8389514753,47236.683084953,61273.9916594455,77.9512195121951,81.5414634146342,84.4658536585366,1.6,1.15,1.1
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,30519.0,34056.0,42310.0,34.0,,,29223.0696152475,74.514,75.132,74.584,1.85,1.846,1.591
SVK,Slovak Republic,Europe & Central Asia,High income,5388719.0,5391428.0,5458827.0,49030.0,5426.62428119306,16908.8479564876,19552.0911095911,73.0512195121951,75.1121951219512,76.8658536585366,1.3,1.43,1.59
SVN,Slovenia,Europe & Central Asia,High income,1988925.0,2048584.0,2102419.0,20480.0,10201.3035366727,23532.4808545468,25558.4290544506,75.4121951219512,79.4219512195122,80.5317073170732,1.26,1.57,1.59
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,429978.0,540393.0,691191.0,28900.0,976.428268952486,1661.99788468931,2222.46211853173,67.225,68.732,70.199,4.756,4.404,4.038
SOM,Somalia,Sub-Saharan Africa,Low income,8721465.0,12026650.0,16537015.0,637660.0,,,556.578066029269,50.66,50.563,55.967,7.61,7.299,6.417
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,46813266.0,51784921.0,58801927.0,1219090.0,3241.66139605189,8059.56279824609,5753.06649433369,58.47,58.899,65.252,2.413,2.445,2.401
SSD,South Sudan,Sub-Saharan Africa,Low income,6114440.0,9714419.0,10606227.0,646883.0,,1503.13388901082,,46.028,54.812,55.48,7.513,5.376,4.543
ESP,Spain,Europe & Central Asia,High income,40567864.0,46576897.0,47365655.0,505969.891,14749.6874248766,30532.4805081656,26984.2962770279,78.9658536585366,81.6268292682927,82.3317073170732,1.22,1.37,1.19
LKA,Sri Lanka,South Asia,Lower middle income,18776372.0,20668558.0,21919000.0,65610.0,869.753488572239,2836.97410911231,3852.38909102194,70.355,73.215,76.393,2.191,2.196,2.0
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,45462.0,47403.0,47642.0,260.0,9275.98974602226,16427.6210053903,18553.6571372598,69.781,71.27,71.627,2.196,1.762,1.55
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,159500.0,170935.0,179237.0,620.0,5846.97550214791,8672.21566785729,8951.52476578187,70.768,72.72,73.416,2.202,1.538,1.411
MAF,St. Martin (French part),Latin America & Caribbean,High income,29609.0,36458.0,32553.0,50.0,,,,76.663,78.406,80.149,2.714,2.397,2.448
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,113812.0,109308.0,104633.0,390.0,3760.08045686378,6590.98957888616,8306.36049307201,71.377,74.718,72.126,2.34,2.133,1.814
SDN,Sudan,Sub-Saharan Africa,Low income,26298773.0,33739933.0,44440486.0,1878000.0,378.157501220703,1706.41491699219,608.33251953125,58.319,63.016,65.614,5.38,5.017,4.542
SUR,Suriname,Latin America & Caribbean,Upper middle income,478998.0,546081.0,607065.0,163820.0,1978.44661083547,7999.50739437676,4796.53331389928,65.508,69.894,72.561,2.895,2.61,2.371
SWE,Sweden,Europe & Central Asia,High income,8872110.0,9378126.0,10353442.0,528860.704,29624.9126748618,52869.0442891587,52837.9039778149,79.6439024390244,81.4512195121951,82.3560975609756,1.54,1.98,1.67
CHE,Switzerland,Europe & Central Asia,High income,7184250.0,7824909.0,8638168.0,41290.7,38865.021939688,76531.3729407691,85897.7843338323,79.6804878048781,82.2463414634147,83.0,1.5,1.52,1.46
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,16307654.0,22337562.0,20772596.0,185180.0,4941.85259705136,11304.644927596,537.090234611441,70.764,73.881,72.14,4.001,3.404,2.798
TJK,Tajikistan,Europe & Central Asia,Lower middle income,6272999.0,7621779.0,9543206.0,141380.0,137.18190923442,740.276191244616,852.330229562269,63.26,67.742,67.994,4.006,3.457,3.237
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,34463704.0,45110528.0,61704518.0,947300.0,399.462768554688,730.782348632813,1104.16442871094,52.362,60.105,66.408,5.686,5.293,4.795
THA,Thailand,East Asia & Pacific,Upper middle income,63066603.0,68270490.0,71475664.0,513120.0,2004.10705891031,4996.37209760091,7001.78546023389,72.316,76.131,79.274,1.612,1.576,1.341
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,878359.0,1088487.0,1299995.0,14870.0,417.737943440047,810.21648418078,1663.5596290755,58.568,65.304,68.475,5.98,4.845,3.247
TGO,Togo,Sub-Saharan Africa,Low income,5008035.0,6571855.0,8442580.0,56790.0,297.899506747022,722.229399952606,886.699511508194,54.742,57.304,61.035,5.269,5.007,4.323
TON,Tonga,East Asia & Pacific,Upper middle income,102602.0,107383.0,105254.0,750.0,1996.51557758043,3416.11069898939,4605.97084119137,68.978,70.323,70.928,4.108,3.889,3.267
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,1332203.0,1410296.0,1518146.0,5130.0,6120.94270389706,15711.5587055513,13705.900228571,69.102,72.725,74.406,1.769,1.701,1.631
TUN,Tunisia,Middle East & North Africa,Lower middle income,9893316.0,10895062.0,12161723.0,163610.0,2170.50867078119,4241.01190951928,3497.71902658991,73.69,75.421,75.292,2.049,2.105,2.114
TUR,Türkiye,Europe & Central Asia,Upper middle income,64113547.0,73142150.0,83384679.0,785350.0,4278.26311284951,10622.7020439723,8638.73913259299,71.861,75.069,75.85,2.505,2.137,1.917
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,4569132.0,5267969.0,6250439.0,488100.0,635.714466332445,4286.88050515414,7330.36628793054,65.026,68.293,68.687,2.898,2.833,2.701
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,18744.0,29725.0,44277.0,950.0,,23103.9426764449,20882.2612702141,73.575,76.243,75.001,2.511,1.686,1.679
TUV,Tuvalu,East Asia & Pacific,Upper middle income,9638.0,10550.0,11069.0,30.0,1564.01489260611,3043.16668029498,4674.91140255256,63.499,63.978,64.382,3.807,3.49,3.188
UGA,Uganda,Sub-Saharan Africa,Low income,24020697.0,32341728.0,44404610.0,241550.0,257.829605739453,824.73767112214,846.881199214917,48.342,57.055,62.851,6.832,6.071,4.693
UKR,Ukraine,Europe & Central Asia,Lower middle income,49176501.0,45870740.0,44132050.0,603550.0,658.344604492188,3078.41479492188,3751.7373046875,67.6756097560976,70.2653658536586,71.1851219512195,1.116,1.443,1.217
ARE,United Arab Emirates,Middle East & North Africa,High income,3275333.0,8481771.0,9287289.0,98647.9,31855.5006047175,35392.2609669642,37629.1741687956,74.38,78.334,78.946,2.733,1.79,1.46
GBR,United Kingdom,Europe & Central Asia,High income,58892514.0,62766364.0,67081234.0,243610.0,28280.926786099,39598.957119545,40217.0090116986,77.7414634146342,80.4024390243902,80.3512195121951,1.64,1.92,1.56
USA,United States,North America,High income,282162410.0,309327143.0,331511513.0,9831510.0,36329.9560727102,48650.6431283336,63528.6343027508,76.6365853658537,78.5414634146342,76.9804878048781,2.056,1.931,1.6415
URY,Uruguay,Latin America & Caribbean,High income,3292224.0,3352651.0,3429087.0,176220.0,6932.47813396337,12512.5941268441,15650.4993032445,75.025,76.858,78.43,2.168,2.011,1.477
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,24650401.0,28562399.0,34232051.0,448924.0,558.226802377,1742.34925645077,1759.30747053678,65.724,69.235,70.331,2.58,2.342,2.904
VUT,Vanuatu,East Asia & Pacific,Lower middle income,192074.0,245453.0,311685.0,12190.0,1416.19702737102,2732.55156662187,2917.75684908933,68.966,69.617,70.299,4.48,4.15,3.778
VEN,Venezuela,Latin America & Caribbean,,24427729.0,28715023.0,28490454.0,912050.0,4795.63474781717,13692.9149666211,,72.478,72.89,71.095,2.822,2.471,2.23
VNM,Viet Nam,East Asia & Pacific,Lower middle income,79001142.0,87411012.0,96648685.0,331340.0,394.583136574358,1684.01177184608,3586.34717624763,72.462,73.513,75.378,2.072,1.895,1.955
VIR,Virgin Islands,Latin America & Caribbean,High income,108642.0,108356.0,106291.0,350.0,,39905.1284180994,39411.0452535516,76.619512195122,77.8658536585366,79.819512195122,2.06,2.3,2.03
PSE,West Bank and Gaza,Middle East & North Africa,Upper middle income,2922153.0,3786161.0,4803269.0,6020.0,1476.17185000238,2557.07562356699,3233.56863835858,70.388,73.004,74.403,5.443,4.383,3.57
YEM,Yemen,Middle East & North Africa,Low income,18628701.0,24743945.0,32284046.0,527970.0,519.591639254824,1249.06308529856,578.512010185469,62.588,67.28,64.65,6.318,4.855,3.886
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,9891135.0,13792087.0,18927715.0,752610.0,364.026145370374,1469.36145002684,956.831728987032,45.231,56.799,62.38,5.926,5.363,4.379
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,11834676.0,12839770.0,15669667.0,390760.0,565.284389703613,937.840339987372,1372.69667436829,44.686,50.652,61.124,3.974,4.025,3.545
